26.7	26.7
26.7	26.7
26.7	26.8
26.7	26.7
26.7	26.7
26.7	26.7
26.6	26.7
26.7	26.8
26.7	26.8
26.7	26.8
26.7	26.8
26.7	26.8
26.8	26.8
26.8	26.8
26.8	26.8
26.7	26.8
26.8	26.8
26.7	26.8
26.8	26.9
26.8	26.9
26.8	26.9
26.7	26.9
26.5	26.7
26.1	26.4
25.9	26.3
25.6	26.1
25.5	26.0 
25.3	25.9
25.2	25.8
25.2	25.8
25.2	25.7
25.3	25.7
25.3	25.7
25.3	25.7
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.5	25.9
25.5	25.8
25.5	25.8
25.4	25.8
25.4	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.9
25.5	25.9
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.8
25.4	25.8
25.5	25.9
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.5	25.8
25.4	25.8
25.5	25.8
25.5	25.8
25.4	25.8
25.4	25.8
25.4	25.8
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.5	25.8
25.5	25.8
25.4	25.7
25.5	25.8
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.5	25.8
25.5	25.8
25.5	25.8
25.5	25.7
25.4	25.7
25.5	25.7
25.5	25.7
25.4	25.7
25.5	25.7
25.5	25.7
25.5	25.7
25.5	25.7
25.5	25.7
25.5	25.7
25.5	25.8
25.5	25.8
25.4	25.8
25.4	25.8
25.5	25.8
25.5	25.8
25.4	25.8
25.4	25.7
25.4	25.7
25.4	25.8
25.4	25.8
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.7
25.4	25.8
25.6	25.9
25.9	26.1
26.2	26.3
26.6	26.6
26.8	26.7
26.9	26.8
27	26.9
27	26.9
27	26.9
26.9	26.9
26.9	26.9
26.8	26.8
26.8	26.8
26.8	26.8
26.7	26.8
26.7	26.8
26.8	26.8
26.8	26.8
26.8	26.8
26.8	26.9
26.8	26.9
26.8	26.9
26.8	26.9
